"producing_analysis","current_path","artifact_type","canonical_or_intermediate","downstream_consumers","n_downstream_consumers","manuscript_consumer","size","tracked","frozen","frozen_beneath","is_directory","exists_on_disk","proposed_path","migration_strategy","path_changes"
"analysis/08_integration/render_module_circular_atlas.R","results/figures/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_heatmap_microglia.pdf","figures","DIAGNOSTIC","",0,FALSE,28669,FALSE,FALSE,0,FALSE,TRUE,"results/integration/render_module_circular_atlas/global/plots/wgcna_circular_heatmap_microglia.pdf","REPOINT_WRITER_ONLY",TRUE
"analysis/08_integration/render_module_circular_atlas.R","results/figures/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_heatmap_microglia.svg","figures","DIAGNOSTIC","",0,FALSE,81581,FALSE,FALSE,0,FALSE,TRUE,"results/integration/render_module_circular_atlas/global/plots/wgcna_circular_heatmap_microglia.svg","REPOINT_WRITER_ONLY",TRUE
"analysis/08_integration/render_module_circular_atlas.R","results/figures/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_heatmap_neuron_neuropil.pdf","figures","DIAGNOSTIC","",0,FALSE,44509,FALSE,FALSE,0,FALSE,TRUE,"results/integration/render_module_circular_atlas/global/plots/wgcna_circular_heatmap_neuron_neuropil.pdf","REPOINT_WRITER_ONLY",TRUE
"analysis/08_integration/render_module_circular_atlas.R","results/figures/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_heatmap_neuron_neuropil.svg","figures","DIAGNOSTIC","",0,FALSE,131387,FALSE,FALSE,0,FALSE,TRUE,"results/integration/render_module_circular_atlas/global/plots/wgcna_circular_heatmap_neuron_neuropil.svg","REPOINT_WRITER_ONLY",TRUE
"analysis/08_integration/render_module_circular_atlas.R","results/figures/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_heatmap_neuron_soma.pdf","figures","DIAGNOSTIC","",0,FALSE,19126,FALSE,FALSE,0,FALSE,TRUE,"results/integration/render_module_circular_atlas/global/plots/wgcna_circular_heatmap_neuron_soma.pdf","REPOINT_WRITER_ONLY",TRUE
"analysis/08_integration/render_module_circular_atlas.R","results/figures/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_heatmap_neuron_soma.svg","figures","DIAGNOSTIC","",0,FALSE,51242,FALSE,FALSE,0,FALSE,TRUE,"results/integration/render_module_circular_atlas/global/plots/wgcna_circular_heatmap_neuron_soma.svg","REPOINT_WRITER_ONLY",TRUE
"analysis/08_integration/render_module_circular_atlas.R","results/figures/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_publication_supermodule_effect_heatmap_all_datasets.pdf","figures","DIAGNOSTIC","",0,FALSE,75772,FALSE,FALSE,0,FALSE,TRUE,"results/integration/render_module_circular_atlas/global/plots/wgcna_circular_publication_supermodule_effect_heatmap_all_datasets.pdf","REPOINT_WRITER_ONLY",TRUE
"analysis/08_integration/render_module_circular_atlas.R","results/figures/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_publication_supermodule_effect_heatmap_all_datasets.svg","figures","DIAGNOSTIC","",0,FALSE,240607,FALSE,FALSE,0,FALSE,TRUE,"results/integration/render_module_circular_atlas/global/plots/wgcna_circular_publication_supermodule_effect_heatmap_all_datasets.svg","REPOINT_WRITER_ONLY",TRUE
"analysis/08_integration/render_module_circular_atlas.R","results/figures/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_publication_supermodule_effect_heatmap_microglia.pdf","figures","DIAGNOSTIC","",0,FALSE,28145,FALSE,FALSE,0,FALSE,TRUE,"results/integration/render_module_circular_atlas/global/plots/wgcna_circular_publication_supermodule_effect_heatmap_microglia.pdf","REPOINT_WRITER_ONLY",TRUE
"analysis/08_integration/render_module_circular_atlas.R","results/figures/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_publication_supermodule_effect_heatmap_microglia.svg","figures","DIAGNOSTIC","",0,FALSE,79880,FALSE,FALSE,0,FALSE,TRUE,"results/integration/render_module_circular_atlas/global/plots/wgcna_circular_publication_supermodule_effect_heatmap_microglia.svg","REPOINT_WRITER_ONLY",TRUE
"analysis/08_integration/render_module_circular_atlas.R","results/figures/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_publication_supermodule_effect_heatmap_neuron_neuropil.pdf","figures","DIAGNOSTIC","",0,FALSE,43715,FALSE,FALSE,0,FALSE,TRUE,"results/integration/render_module_circular_atlas/global/plots/wgcna_circular_publication_supermodule_effect_heatmap_neuron_neuropil.pdf","REPOINT_WRITER_ONLY",TRUE
"analysis/08_integration/render_module_circular_atlas.R","results/figures/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_publication_supermodule_effect_heatmap_neuron_neuropil.svg","figures","DIAGNOSTIC","",0,FALSE,130662,FALSE,FALSE,0,FALSE,TRUE,"results/integration/render_module_circular_atlas/global/plots/wgcna_circular_publication_supermodule_effect_heatmap_neuron_neuropil.svg","REPOINT_WRITER_ONLY",TRUE
"analysis/08_integration/render_module_circular_atlas.R","results/figures/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_publication_supermodule_effect_heatmap_neuron_soma.pdf","figures","DIAGNOSTIC","",0,FALSE,18564,FALSE,FALSE,0,FALSE,TRUE,"results/integration/render_module_circular_atlas/global/plots/wgcna_circular_publication_supermodule_effect_heatmap_neuron_soma.pdf","REPOINT_WRITER_ONLY",TRUE
"analysis/08_integration/render_module_circular_atlas.R","results/figures/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_publication_supermodule_effect_heatmap_neuron_soma.svg","figures","DIAGNOSTIC","",0,FALSE,49736,FALSE,FALSE,0,FALSE,TRUE,"results/integration/render_module_circular_atlas/global/plots/wgcna_circular_publication_supermodule_effect_heatmap_neuron_soma.svg","REPOINT_WRITER_ONLY",TRUE
"analysis/08_integration/render_module_circular_atlas.R","results/figures/10_biological_integration/wgcna_circular_atlas/global/wgcna_region_layer_heatmap_all_modules.pdf","figures","DIAGNOSTIC","",0,FALSE,44385,FALSE,FALSE,0,FALSE,TRUE,"results/integration/render_module_circular_atlas/global/plots/wgcna_region_layer_heatmap_all_modules.pdf","REPOINT_WRITER_ONLY",TRUE
"analysis/08_integration/render_module_circular_atlas.R","results/figures/10_biological_integration/wgcna_circular_atlas/global/wgcna_region_layer_heatmap_all_modules.svg","figures","DIAGNOSTIC","",0,FALSE,137640,FALSE,FALSE,0,FALSE,TRUE,"results/integration/render_module_circular_atlas/global/plots/wgcna_region_layer_heatmap_all_modules.svg","REPOINT_WRITER_ONLY",TRUE
"analysis/08_integration/summarize_module_cross_compartment.R","results/figures/10_biological_integration/wgcna_cross_compartment_overview/global/","figures","DIAGNOSTIC","",0,FALSE,137610,FALSE,FALSE,0,TRUE,TRUE,"results/integration/summarize_module_cross_compartment/global/plots/","REPOINT_WRITER_ONLY",TRUE
"analysis/08_integration/quantify_candidate_network_position.R","results/figures/10_biological_integration/wgcna_sus_res_network_position/<dataset>/","figures","DIAGNOSTIC","",0,FALSE,NA,FALSE,FALSE,0,TRUE,FALSE,"results/integration/quantify_candidate_network_position/<dataset>/plots/","REPOINT_WRITER_ONLY",TRUE
"analysis/03_spatial_validation/summarize_spatial_atlas.R","results/figures/11_spatial_systems/atlas/","figures","DIAGNOSTIC","",0,FALSE,591049,FALSE,FALSE,0,TRUE,TRUE,"results/spatial_validation/summarize_spatial_atlas/global/plots/","REPOINT_WRITER_ONLY",TRUE
"analysis/03_spatial_validation/summarize_ca2_slm_robustness.R","results/figures/11_spatial_systems/ca2_slm_robustness/","figures","DIAGNOSTIC","",0,FALSE,386303,FALSE,FALSE,0,TRUE,TRUE,"results/spatial_validation/summarize_ca2_slm_robustness/global/plots/","REPOINT_WRITER_ONLY",TRUE
"analysis/03_spatial_validation/validate_network_workbook.R","results/figures/11_spatial_systems/networks/","figures","DIAGNOSTIC","",0,FALSE,435743,FALSE,FALSE,0,TRUE,TRUE,"results/spatial_validation/validate_network_workbook/global/plots/","REPOINT_WRITER_ONLY",TRUE
"analysis/01_preprocessing/build_module_score_metadata.R","results/reports/01_preprocessing/06_merged_metadata_module_score/<dataset>/metadata_merge_summary.md","reports","DIAGNOSTIC","",0,FALSE,NA,FALSE,FALSE,0,FALSE,FALSE,"results/preprocessing/build_module_score_metadata/<dataset>/reports/metadata_merge_summary.md","REPOINT_WRITER_ONLY",TRUE
"analysis/02_qc/assess_dataset_quality.R","results/reports/03_qc_exploration/00_dataset_qc_report/<dataset>/dataset_qc_summary.md","reports","DIAGNOSTIC","",0,FALSE,NA,FALSE,FALSE,0,FALSE,FALSE,"results/qc/assess_dataset_quality/<dataset>/reports/dataset_qc_summary.md","REPOINT_WRITER_ONLY",TRUE
"analysis/02_qc/assess_joint_compartment_quality.R","results/reports/03_qc_exploration/00b_joint_compartment_qc/global/joint_compartment_qc_summary.md","reports","DIAGNOSTIC","",0,FALSE,1024,FALSE,FALSE,0,FALSE,TRUE,"results/qc/assess_joint_compartment_quality/global/reports/joint_compartment_qc_summary.md","REPOINT_WRITER_ONLY",TRUE
"analysis/02_qc/render_joint_compartment_qc_figures.R","results/reports/03_qc_exploration/00c_joint_compartment_qc_publication_figures/global/joint_compartment_qc_publication_figure_manifest.md","reports","DIAGNOSTIC","",0,FALSE,1710,FALSE,FALSE,0,FALSE,TRUE,"results/qc/render_joint_compartment_qc_figures/global/reports/joint_compartment_qc_publication_figure_manifest.md","REPOINT_WRITER_ONLY",TRUE
"analysis/02_qc/render_compartment_abundance_figures.R","results/reports/03_qc_exploration/04e_control_compartment_abundance_publication_figures/global/","reports","DIAGNOSTIC","",0,FALSE,5270,FALSE,FALSE,0,TRUE,TRUE,"results/qc/render_compartment_abundance_figures/global/reports/","REPOINT_WRITER_ONLY",TRUE
"analysis/02_qc/partition_variance.R","results/reports/03_qc_exploration/06_variance_partitioning/<dataset>/","reports","DIAGNOSTIC","",0,FALSE,NA,FALSE,FALSE,0,TRUE,FALSE,"results/qc/partition_variance/<dataset>/reports/","REPOINT_WRITER_ONLY",TRUE
"analysis/02_qc/summarize_qc_confounding.R","results/reports/03_qc_exploration/07_qc_biology_confounding_report/<dataset>/","reports","DIAGNOSTIC","build_cross_compartment_atlas.R",1,FALSE,NA,FALSE,FALSE,0,TRUE,FALSE,"results/qc/summarize_qc_confounding/<dataset>/reports/","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/04_differential_abundance/audit_stress_response_biology.R","results/reports/04_differential_expression_enrichment/stress_response_biological_audit/global/","reports","DIAGNOSTIC","",0,FALSE,10300,FALSE,FALSE,0,TRUE,TRUE,"results/differential_abundance/audit_stress_response_biology/global/reports/","REPOINT_WRITER_ONLY",TRUE
"analysis/04_differential_abundance/build_sus_res_dap_atlas.R","results/reports/04_differential_expression_enrichment/sus_res_spatial_dap_atlas/global/sus_res_biological_audit.xlsx","reports","DIAGNOSTIC","",0,FALSE,838236,FALSE,FALSE,0,FALSE,TRUE,"results/differential_abundance/build_sus_res_dap_atlas/global/reports/sus_res_biological_audit.xlsx","REPOINT_WRITER_ONLY",TRUE
"analysis/05_wgcna/build_module_identity_contract.R","results/reports/06_modules_WGCNA/identity_contract/<dataset>/","reports","DIAGNOSTIC","",0,FALSE,NA,FALSE,FALSE,0,TRUE,FALSE,"results/wgcna/build_module_identity_contract/<dataset>/reports/","REPOINT_WRITER_ONLY",TRUE
"analysis/05_wgcna/summarize_microglia_roi_specificity.R","results/reports/06_modules_WGCNA/microglia_roi_specificity/microglia/","reports","DIAGNOSTIC","",0,FALSE,1698,FALSE,FALSE,0,TRUE,TRUE,"results/wgcna/summarize_microglia_roi_specificity/<dataset>/reports/","REPOINT_WRITER_ONLY",TRUE
"analysis/08_integration/build_cross_compartment_atlas.R","results/reports/10_biological_integration/cross_compartment_program_atlas/global/input_status.csv","reports","DIAGNOSTIC","",0,FALSE,7526,FALSE,FALSE,0,FALSE,TRUE,"results/integration/build_cross_compartment_atlas/global/reports/input_status.csv","REPOINT_WRITER_ONLY",TRUE
"analysis/08_integration/test_enrichment_module_concordance.R","results/reports/10_biological_integration/gsea_wgcna_concordance/global/README.md","reports","DIAGNOSTIC","",0,FALSE,3082,FALSE,FALSE,0,FALSE,TRUE,"results/integration/test_enrichment_module_concordance/global/reports/README.md","REPOINT_WRITER_ONLY",TRUE
"analysis/08_integration/summarize_enrichment_module_concordance.R","results/reports/10_biological_integration/gsea_wgcna_concordance_diagnostics/global/README.md","reports","DIAGNOSTIC","",0,FALSE,3306,FALSE,FALSE,0,FALSE,TRUE,"results/integration/summarize_enrichment_module_concordance/global/reports/README.md","REPOINT_WRITER_ONLY",TRUE
"analysis/08_integration/build_candidate_protein_shortlist.R","results/reports/10_biological_integration/wgcna_candidate_protein_shortlist/<dataset>/README.md","reports","DIAGNOSTIC","",0,FALSE,NA,FALSE,FALSE,0,FALSE,FALSE,"results/integration/build_candidate_protein_shortlist/<dataset>/reports/README.md","REPOINT_WRITER_ONLY",TRUE
"analysis/08_integration/render_module_circular_atlas.R","results/reports/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_atlas_input_status.csv","reports","DIAGNOSTIC","",0,FALSE,3428,FALSE,FALSE,0,FALSE,TRUE,"results/integration/render_module_circular_atlas/global/reports/wgcna_circular_atlas_input_status.csv","REPOINT_WRITER_ONLY",TRUE
"analysis/08_integration/render_module_circular_atlas.R","results/reports/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_atlas_stage13_selection_audit.csv","reports","DIAGNOSTIC","",0,FALSE,2092,FALSE,FALSE,0,FALSE,TRUE,"results/integration/render_module_circular_atlas/global/reports/wgcna_circular_atlas_stage13_selection_audit.csv","REPOINT_WRITER_ONLY",TRUE
"analysis/08_integration/render_module_circular_atlas.R","results/reports/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_metric_consistency_audit.csv","reports","DIAGNOSTIC","",0,FALSE,1069,FALSE,FALSE,0,FALSE,TRUE,"results/integration/render_module_circular_atlas/global/reports/wgcna_circular_metric_consistency_audit.csv","REPOINT_WRITER_ONLY",TRUE
"analysis/08_integration/render_module_circular_atlas.R","results/reports/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_vs_publication_heatmap_source_audit.csv","reports","DIAGNOSTIC","",0,FALSE,11644,FALSE,FALSE,0,FALSE,TRUE,"results/integration/render_module_circular_atlas/global/reports/wgcna_circular_vs_publication_heatmap_source_audit.csv","REPOINT_WRITER_ONLY",TRUE
"analysis/08_integration/render_module_circular_atlas.R","results/reports/10_biological_integration/wgcna_circular_atlas/global/wgcna_module_supermodule_mapping_audit.csv","reports","DIAGNOSTIC","",0,FALSE,197,FALSE,FALSE,0,FALSE,TRUE,"results/integration/render_module_circular_atlas/global/reports/wgcna_module_supermodule_mapping_audit.csv","REPOINT_WRITER_ONLY",TRUE
"analysis/08_integration/summarize_module_cross_compartment.R","results/reports/10_biological_integration/wgcna_cross_compartment_overview/global/","reports","DIAGNOSTIC","",0,FALSE,369,FALSE,FALSE,0,TRUE,TRUE,"results/integration/summarize_module_cross_compartment/global/reports/","REPOINT_WRITER_ONLY",TRUE
"analysis/08_integration/quantify_candidate_network_position.R","results/reports/10_biological_integration/wgcna_sus_res_network_position/<dataset>/README.md","reports","DIAGNOSTIC","",0,FALSE,NA,FALSE,FALSE,0,FALSE,FALSE,"results/integration/quantify_candidate_network_position/<dataset>/reports/README.md","REPOINT_WRITER_ONLY",TRUE
"analysis/08_integration/export_module_protein_zoom_source_data.R","results/reports/manuscript_panels/figure_3/","reports","DIAGNOSTIC","",0,FALSE,608,FALSE,FALSE,0,TRUE,TRUE,"results/integration/export_module_protein_zoom_source_data/global/reports/","REPOINT_WRITER_ONLY",TRUE
"analysis/05_wgcna/test_microglia_neuropil_independence.R","results/reviewer_audit/microglia_neuropil_covariate_selection_audit.csv","reviewer_audit","DIAGNOSTIC","",0,FALSE,162340,FALSE,FALSE,0,FALSE,TRUE,"results/wgcna/test_microglia_neuropil_independence/<dataset>/tables/microglia_neuropil_covariate_selection_audit.csv","REPOINT_WRITER_ONLY",TRUE
"analysis/05_wgcna/test_microglia_neuropil_independence.R","results/reviewer_audit/microglia_neuropil_independence_claim_gate.csv","reviewer_audit","DIAGNOSTIC","",0,FALSE,87513,FALSE,FALSE,0,FALSE,TRUE,"results/wgcna/test_microglia_neuropil_independence/<dataset>/tables/microglia_neuropil_independence_claim_gate.csv","REPOINT_WRITER_ONLY",TRUE
"analysis/05_wgcna/summarize_microglia_module_claims.R","results/reviewer_audit/microglia_wgcna_nature_readiness/finalization_validation.csv","reviewer_audit","DIAGNOSTIC","",0,FALSE,2165,FALSE,FALSE,0,FALSE,TRUE,"results/wgcna/summarize_microglia_module_claims/<dataset>/tables/finalization_validation.csv","REPOINT_WRITER_ONLY",TRUE
"analysis/05_wgcna/audit_microglia_module_claims.R","results/reviewer_audit/microglia_wgcna_nature_readiness/higher_order_block_readiness_summary.csv","reviewer_audit","DIAGNOSTIC","render_microglia_module_figures.R | summarize_microglia_module_claims.R | audit_module_claim_readiness.R | test_enrichment_module_concordance.R",4,FALSE,1163,FALSE,FALSE,0,FALSE,TRUE,"results/wgcna/audit_microglia_module_claims/<dataset>/tables/higher_order_block_readiness_summary.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/05_wgcna/audit_microglia_module_claims.R","results/reviewer_audit/microglia_wgcna_nature_readiness/module_robustness_consensus.csv","reviewer_audit","DIAGNOSTIC","render_microglia_module_figures.R | summarize_microglia_module_claims.R | audit_module_claim_readiness.R | test_enrichment_module_concordance.R",4,FALSE,6100,FALSE,FALSE,0,FALSE,TRUE,"results/wgcna/audit_microglia_module_claims/<dataset>/tables/module_robustness_consensus.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/05_wgcna/audit_microglia_module_claims.R","results/reviewer_audit/microglia_wgcna_nature_readiness/WGCNA_nature_readiness_report.md","reviewer_audit","DIAGNOSTIC","summarize_microglia_module_claims.R",1,FALSE,3759,FALSE,FALSE,0,FALSE,TRUE,"results/wgcna/audit_microglia_module_claims/<dataset>/tables/WGCNA_nature_readiness_report.md","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/09_publication_exports/build_biological_claims_table.R","results/reviewer_audit/microglia_wgcna_overlap_stage13_identity_audit.csv","reviewer_audit","DIAGNOSTIC","",0,FALSE,4941,FALSE,FALSE,0,FALSE,TRUE,"results/publication_source_data/build_biological_claims_table/global/tables/microglia_wgcna_overlap_stage13_identity_audit.csv","REPOINT_WRITER_ONLY",TRUE
"analysis/05_wgcna/adjudicate_module_labels.R","results/reviewer_audit/wgcna_label_adjudication/proposed_<dataset>_reviewed_labels.csv","reviewer_audit","DIAGNOSTIC","",0,FALSE,NA,FALSE,FALSE,0,FALSE,FALSE,"results/wgcna/adjudicate_module_labels/<dataset>/tables/proposed_<dataset>_reviewed_labels.csv","REPOINT_WRITER_ONLY",TRUE
"analysis/05_wgcna/adjudicate_module_labels.R","results/reviewer_audit/wgcna_label_adjudication/WGCNA_label_adjudication.xlsx","reviewer_audit","DIAGNOSTIC","",0,FALSE,1400828,FALSE,FALSE,0,FALSE,TRUE,"results/wgcna/adjudicate_module_labels/<dataset>/tables/WGCNA_label_adjudication.xlsx","REPOINT_WRITER_ONLY",TRUE
"analysis/05_wgcna/adjudicate_module_labels.R","results/reviewer_audit/wgcna_label_adjudication/WGCNA_label_consumer_migration_plan.csv","reviewer_audit","DIAGNOSTIC","",0,FALSE,3573,FALSE,FALSE,0,FALSE,TRUE,"results/wgcna/adjudicate_module_labels/<dataset>/tables/WGCNA_label_consumer_migration_plan.csv","REPOINT_WRITER_ONLY",TRUE
"analysis/05_wgcna/adjudicate_module_labels.R","results/reviewer_audit/wgcna_label_adjudication/WGCNA_module_adjudication.csv","reviewer_audit","DIAGNOSTIC","build_module_label_registry.R",1,FALSE,56554,FALSE,FALSE,0,FALSE,TRUE,"results/wgcna/adjudicate_module_labels/<dataset>/tables/WGCNA_module_adjudication.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/05_wgcna/adjudicate_module_labels.R","results/reviewer_audit/wgcna_label_adjudication/WGCNA_module_theme_evidence.csv","reviewer_audit","DIAGNOSTIC","",0,FALSE,1070804,FALSE,FALSE,0,FALSE,TRUE,"results/wgcna/adjudicate_module_labels/<dataset>/tables/WGCNA_module_theme_evidence.csv","REPOINT_WRITER_ONLY",TRUE
"analysis/05_wgcna/adjudicate_module_labels.R","results/reviewer_audit/wgcna_label_adjudication/WGCNA_module_top25_hubs.csv","reviewer_audit","DIAGNOSTIC","build_module_label_registry.R",1,FALSE,122080,FALSE,FALSE,0,FALSE,TRUE,"results/wgcna/adjudicate_module_labels/<dataset>/tables/WGCNA_module_top25_hubs.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/05_wgcna/adjudicate_module_labels.R","results/reviewer_audit/wgcna_label_adjudication/WGCNA_supermodule_adjudication.csv","reviewer_audit","DIAGNOSTIC","build_module_label_registry.R",1,FALSE,9709,FALSE,FALSE,0,FALSE,TRUE,"results/wgcna/adjudicate_module_labels/<dataset>/tables/WGCNA_supermodule_adjudication.csv","REPOINT_WRITER_LEGACY_READ_FALLBACK",TRUE
"analysis/05_wgcna/build_module_label_registry.R","results/reviewer_audit/wgcna_label_approval/WGCNA_canonical_display_label_resolution.csv","reviewer_audit","DIAGNOSTIC","",0,FALSE,10617,FALSE,FALSE,0,FALSE,TRUE,"results/wgcna/build_module_label_registry/<dataset>/tables/WGCNA_canonical_display_label_resolution.csv","REPOINT_WRITER_ONLY",TRUE
"analysis/05_wgcna/build_module_label_registry.R","results/reviewer_audit/wgcna_label_approval/WGCNA_final_label_approval.xlsx","reviewer_audit","DIAGNOSTIC","",0,FALSE,63563,FALSE,FALSE,0,FALSE,TRUE,"results/wgcna/build_module_label_registry/<dataset>/tables/WGCNA_final_label_approval.xlsx","REPOINT_WRITER_ONLY",TRUE
"analysis/05_wgcna/build_module_label_registry.R","results/reviewer_audit/wgcna_label_approval/WGCNA_final_label_approval_table.csv","reviewer_audit","DIAGNOSTIC","",0,FALSE,55462,FALSE,FALSE,0,FALSE,TRUE,"results/wgcna/build_module_label_registry/<dataset>/tables/WGCNA_final_label_approval_table.csv","REPOINT_WRITER_ONLY",TRUE
"analysis/05_wgcna/build_module_label_registry.R","results/reviewer_audit/wgcna_label_approval/WGCNA_label_activation_rules.csv","reviewer_audit","DIAGNOSTIC","",0,FALSE,1737,FALSE,FALSE,0,FALSE,TRUE,"results/wgcna/build_module_label_registry/<dataset>/tables/WGCNA_label_activation_rules.csv","REPOINT_WRITER_ONLY",TRUE
"analysis/05_wgcna/audit_module_label_coherence.R","results/reviewer_audit/wgcna_label_review/<dataset>/PROPOSED_wgcna_reviewed_labels_<dataset>.csv","reviewer_audit","DIAGNOSTIC","",0,FALSE,NA,FALSE,FALSE,0,FALSE,FALSE,"results/wgcna/audit_module_label_coherence/<dataset>/tables/PROPOSED_wgcna_reviewed_labels_<dataset>.csv","REPOINT_WRITER_ONLY",TRUE
"analysis/05_wgcna/audit_module_label_coherence.R","results/reviewer_audit/wgcna_label_review/<dataset>/WGCNA_label_review.xlsx","reviewer_audit","DIAGNOSTIC","",0,FALSE,NA,FALSE,FALSE,0,FALSE,FALSE,"results/wgcna/audit_module_label_coherence/<dataset>/tables/WGCNA_label_review.xlsx","REPOINT_WRITER_ONLY",TRUE
"analysis/05_wgcna/audit_module_label_coherence.R","results/reviewer_audit/wgcna_label_review/<dataset>/WGCNA_label_supporting_proteins.csv","reviewer_audit","DIAGNOSTIC","",0,FALSE,NA,FALSE,FALSE,0,FALSE,FALSE,"results/wgcna/audit_module_label_coherence/<dataset>/tables/WGCNA_label_supporting_proteins.csv","REPOINT_WRITER_ONLY",TRUE
"analysis/05_wgcna/audit_module_label_coherence.R","results/reviewer_audit/wgcna_label_review/<dataset>/WGCNA_module_label_coherence_audit.csv","reviewer_audit","DIAGNOSTIC","",0,FALSE,NA,FALSE,FALSE,0,FALSE,FALSE,"results/wgcna/audit_module_label_coherence/<dataset>/tables/WGCNA_module_label_coherence_audit.csv","REPOINT_WRITER_ONLY",TRUE
"analysis/05_wgcna/audit_module_label_coherence.R","results/reviewer_audit/wgcna_label_review/<dataset>/WGCNA_supermodule_label_coherence_audit.csv","reviewer_audit","DIAGNOSTIC","",0,FALSE,NA,FALSE,FALSE,0,FALSE,FALSE,"results/wgcna/audit_module_label_coherence/<dataset>/tables/WGCNA_supermodule_label_coherence_audit.csv","REPOINT_WRITER_ONLY",TRUE
"analysis/09_publication_exports/build_biological_claims_table.R","results/reviewer_audit/wgcna_stage13_claim_cardinality_audit.csv","reviewer_audit","DIAGNOSTIC","",0,FALSE,798386,FALSE,FALSE,0,FALSE,TRUE,"results/publication_source_data/build_biological_claims_table/global/tables/wgcna_stage13_claim_cardinality_audit.csv","REPOINT_WRITER_ONLY",TRUE
"analysis/08_integration/export_module_protein_zoom_source_data.R","results/figures/manuscript_panels/figure_3/","figures","HISTORICAL_LEGACY","",0,FALSE,643842,FALSE,FALSE,0,TRUE,TRUE,"results/figures/manuscript_panels/figure_3/","LEGACY_READ_ONLY_REGISTERED",FALSE
"analysis/08_integration/render_module_circular_atlas.R","results/reports/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_vs_publication_supermodule_id_comparison.csv","reports","HISTORICAL_LEGACY","",0,FALSE,3438,FALSE,FALSE,0,FALSE,TRUE,"results/reports/10_biological_integration/wgcna_circular_atlas/global/wgcna_circular_vs_publication_supermodule_id_comparison.csv","LEGACY_READ_ONLY_REGISTERED",FALSE
"analysis/05_wgcna/build_module_label_registry.R","results/reviewer_audit/wgcna_label_approval/WGCNA_ambiguous_module_comparison.csv","reviewer_audit","HISTORICAL_LEGACY","",0,FALSE,26795,FALSE,FALSE,0,FALSE,TRUE,"results/reviewer_audit/wgcna_label_approval/WGCNA_ambiguous_module_comparison.csv","LEGACY_READ_ONLY_REGISTERED",FALSE
"analysis/08_integration/build_immunostaining_candidates.R","results/source_data/10_biological_integration/immunostaining_candidate_comparison/immunostaining_candidates_animal_abundance.csv","source_data","HISTORICAL_LEGACY","",0,TRUE,97866,FALSE,FALSE,0,FALSE,TRUE,"results/source_data/10_biological_integration/immunostaining_candidate_comparison/immunostaining_candidates_animal_abundance.csv","LEGACY_READ_ONLY_REGISTERED",FALSE
"analysis/08_integration/build_immunostaining_candidates.R","results/source_data/10_biological_integration/immunostaining_candidate_comparison/immunostaining_candidates_mapping.csv","source_data","HISTORICAL_LEGACY","",0,FALSE,560,FALSE,FALSE,0,FALSE,TRUE,"results/source_data/10_biological_integration/immunostaining_candidate_comparison/immunostaining_candidates_mapping.csv","LEGACY_READ_ONLY_REGISTERED",FALSE
"analysis/08_integration/build_immunostaining_candidates.R","results/source_data/10_biological_integration/immunostaining_candidate_comparison/immunostaining_candidates_provenance.csv","source_data","HISTORICAL_LEGACY","",0,FALSE,13463,FALSE,FALSE,0,FALSE,TRUE,"results/source_data/10_biological_integration/immunostaining_candidate_comparison/immunostaining_candidates_provenance.csv","LEGACY_READ_ONLY_REGISTERED",FALSE
"analysis/08_integration/build_immunostaining_candidates.R","results/source_data/10_biological_integration/immunostaining_candidate_comparison/immunostaining_candidates_sus_res_effects.csv","source_data","HISTORICAL_LEGACY","",0,TRUE,7378,FALSE,FALSE,0,FALSE,TRUE,"results/source_data/10_biological_integration/immunostaining_candidate_comparison/immunostaining_candidates_sus_res_effects.csv","LEGACY_READ_ONLY_REGISTERED",FALSE
