"artifact_family","consumer_file","line","artifact","scope","classification","why"
"interpretable_summary","analysis/wgcna/audit_module_claim_readiness.R",40,"WGCNA_final_label_lookup.csv","microglia","LIVE_READER","inputs$stage07_lookup; cross-checked against the member map by wgcna_validate_canonical_lookup at :71"
"interpretable_summary","analysis/wgcna/audit_module_label_coherence.R",85,"WGCNA_final_label_lookup.csv","<dataset>","LIVE_READER","final_lookup_path(); optional Stage-07 input to the label coherence audit"
"interpretable_summary","analysis/wgcna/audit_module_robustness.R",130,"WGCNA_inferential_handoff.csv","<dataset>","LIVE_READER","inputs$inferential_handoff in make_dataset(); readiness gated by file.exists at :140"
"interpretable_summary","analysis/wgcna/build_module_label_registry.R",52,"WGCNA_final_label_lookup.csv","<dataset> (loops valid_datasets())","LIVE_READER","final_lookup_path(); optional automatic-fallback label source for the reviewer approval registry"
"interpretable_summary","analysis/wgcna/render_microglia_independence_figures.R",53,"WGCNA_final_label_lookup.csv","<dataset>","LIVE_READER","inputs$final_label_lookup_optional; label source for the neuropil-independence figures (not in required_inputs at :55)"
"interpretable_summary","analysis/wgcna/render_microglia_module_figures.R",31,"WGCNA_final_label_lookup.csv","microglia (script hard-fails otherwise at :24)","LIVE_READER","paths$lookup, read at :45 and immediately cross-checked against the current member map by wgcna_validate_canonical_lookup"
"interpretable_summary","analysis/wgcna/render_microglia_module_figures.R",33,"WGCNA_inferential_handoff.csv","microglia","LIVE_READER","paths$effects; the effect estimates rendered in the microglia supermodule figures. All paths hard-required at :41"
"interpretable_summary","analysis/wgcna/render_module_figures.R",32,"WGCNA_final_label_lookup.csv","microglia (restricted at :28)","LIVE_READER","LABEL_FILE; validated by wgcna_validate_canonical_lookup at :115"
"interpretable_summary","analysis/wgcna/render_module_figures.R",33,"WGCNA_inferential_handoff.csv","microglia","LIVE_READER","HANDOFF_FILE; the reviewed Stage-07 inferential input to the final all-supermodule publication renderer"
"interpretable_summary","analysis/wgcna/summarize_microglia_roi_specificity.R",63,"WGCNA_final_label_lookup.csv","microglia","LIVE_READER","LABEL_LOOKUP_FILE, entered as inputs$final_label_lookup_optional. Unguarded"
"interpretable_summary","analysis/wgcna/summarize_module_scores.R",135,"WGCNA_final_label_lookup.csv","<dataset>","LIVE_READER","canonical_final_label_lookup() reads it with read_csv_required, runs wgcna_validate_label_lookup at :137 and then stops if any row's dataset column disagrees with the requested dataset (:138-141) - the strongest existing anti-substitution guard in the family"
"interpretable_summary","analysis/wgcna/summarize_module_scores.R",440,"WGCNA_final_label_lookup.csv","<dataset>","LIVE_READER","dry-run PASS/FAIL existence gate for the same canonical lookup; must resolve identically to :135"
"interpretable_summary","analysis/wgcna/summarize_module_scores.R",573,"WGCNA_final_label_lookup.csv","<dataset>","PROVENANCE_ORACLE","path re-derived independently of :135 solely to record final_label_lookup in run_manifest.yml; if only one site is migrated the manifest names a file that was never read"
"interpretable_summary","analysis/wgcna/test_microglia_neuropil_independence.R",48,"WGCNA_inferential_handoff.csv","microglia","LIVE_READER","inputs$microglia_inferential_handoff; the endpoint set whose neuropil independence is tested"
"interpretable_summary","R/statistics/evidence_bundle_utils.R",124,"WGCNA_inferential_handoff.csv","all datasets (read_all_dataset_tables binds every dataset)","LIVE_READER","build_wgcna_key_modules(); sourced by analysis/integration/build_evidence_priority_matrix.R:16 and called at :628. Filters entity_level/analysis_tier but never dataset == ds, so a wrong-scope fallback would silently duplicate rows"
"interpretable_summary","R/statistics/evidence_bundle_utils.R",287,"WGCNA_inferential_handoff.csv","all datasets","LIVE_READER","build_wgcna_key_supermodules(), called at :629; same bind-all-datasets pattern and same missing dataset filter"
"interpretable_summary","R/statistics/wgcna_identity_contract_utils.R",920,"WGCNA_final_label_lookup.csv","<dataset>","PROVENANCE_ORACLE","wgcna_identity_downstream_specs() row tagged stage Stage07_interpretable_summary, source_system_status downstream_identity_usage; read at :998 inside wgcna_identity_build_compatibility_audit (called at :1388 from build_module_identity_contract.R, which sources this file at :15). pipeline.yml:461 states these Stage 05-13 inputs are 'compatibility-audit only and never select membership or labels'"
"interpretable_summary","R/statistics/wgcna_identity_contract_utils.R",928,"WGCNA_module_group_effects_interpretable.csv","<dataset>","PROVENANCE_ORACLE","same compatibility-audit spec table, module level; proves downstream module IDs are bridgeable to the identity contract, never selects them"
"interpretable_summary","R/statistics/wgcna_identity_contract_utils.R",936,"WGCNA_supermodule_group_effects_interpretable.csv","<dataset>","PROVENANCE_ORACLE","same compatibility-audit spec table, supermodule level; the recorded path is published in the audit output so a resolver changes the audit's own provenance column"
"interpretable_summary","R/statistics/wgcna_label_activation_utils.R",435,"WGCNA_final_label_lookup.csv","<dataset> (loops unique(entities$dataset))","LIVE_READER","default stage07_reader closure; read via utils::read.csv at :438 as the automatic label source when no ACTIVE reviewed registry exists (:431)"
"interpretable_summary","tests/smoke_test_active_script_contracts.R",144,"WGCNA_module_group_effects_interpretable.csv","microglia","TEST_FIXTURE","pins the historical path, reads the live artifact and asserts validate_wgcna_interpretable_summary plus a 15-column module contract; skipped when absent"
"interpretable_summary","tests/smoke_test_active_script_contracts.R",165,"WGCNA_supermodule_group_effects_interpretable.csv","microglia","TEST_FIXTURE","same pattern at supermodule level; both would need the resolver or they will keep asserting against a stale historical copy after the writer is re-run"
"interpretable_summary","tests/testthat/test-export-dry-run-hygiene.R",165,"results/figures/06_modules_WGCNA/interpretable_summary/neuron_soma/top_supermodule_effects_dotplot.svg (figures legacy family)","neuron_soma","TEST_FIXTURE","is_exportable_result_path() contract test asserting the live figures-family path is exportable while the flattened manuscript alias is not; a tempdir string predicate, not a real read"
"interpretable_summary","tests/testthat/test-wgcna-circular-atlas-tier-specific-fdr.R",68,"WGCNA_inferential_handoff.csv","neuron_neuropil, neuron_soma, microglia","TEST_FIXTURE","'live handoffs reconstruct explicit supermodule display semantics' reads the real artifact through read_corrected_local_handoff at the pinned historical path"
"interpretable_summary","tests/testthat/test-wgcna-circular-atlas-tier-specific-fdr.R",73,"WGCNA_final_label_lookup.csv","neuron_neuropil, neuron_soma, microglia","TEST_FIXTURE","same test reads the lookup to rebuild supermodule display labels"
"interpretable_summary","tests/testthat/test-wgcna-circular-atlas-tier-specific-fdr.R",267,"WGCNA_inferential_handoff.csv","all three datasets","TEST_FIXTURE","reconciles the generated circular heatmap source against the handoff rows at the pinned path"
"interpretable_summary","tests/testthat/test-wgcna-circular-atlas-tier-specific-fdr.R",276,"WGCNA_final_label_lookup.csv","all three datasets","TEST_FIXTURE","supermodule branch of the same reconciliation"
"interpretable_summary","tests/testthat/test-wgcna-circular-atlas-tier-specific-fdr.R",391,"WGCNA_inferential_handoff.csv","all three datasets","TEST_FIXTURE","global supermodule support test; expects exactly 3 contrast rows per sector, derived from the handoff"
"interpretable_summary","tests/testthat/test-wgcna-circular-atlas-tier-specific-fdr.R",397,"WGCNA_final_label_lookup.csv","all three datasets","TEST_FIXTURE","supplies n_member_modules and final_plot_label for the same assertion"
"interpretable_summary","tests/testthat/test-wgcna-claim-readiness.R",161,"WGCNA_inferential_handoff.csv","microglia","TEST_FIXTURE","read.csv on the pinned historical path; the selected SUS - RES / spatial_adjusted_global / global_spatial_adjusted rows are compared entity-by-entity against the claim-readiness output"
"interpretable_summary","tests/testthat/test-wgcna-claim-readiness.R",211,"WGCNA_inferential_handoff.csv (literal path string)","microglia","TEST_FIXTURE","asserts group_effect_handoff_file == the literal historical path. This is the single hardest blocker: migrating audit_module_claim_readiness.R:37 changes a published provenance column and fails here"
"interpretable_summary","tests/testthat/test-wgcna-claim-readiness.R",252,"interpretable_summary/microglia/{WGCNA_inferential_handoff.csv, WGCNA_final_label_lookup.csv} as pipeline.yml substrings","microglia","TEST_FIXTURE","expect_match over pipeline.yml text (both filenames listed at :252 and :254); normalizing the consumes_required declarations for this family breaks this assertion"
"interpretable_summary","tests/testthat/test-wgcna-label-adjudication.R",596,"WGCNA_final_label_lookup.csv","neuron_neuropil, neuron_soma","TEST_FIXTURE","asserts the Stage-07 automatic label lookup is still present and non-empty for the non-microglia datasets while their proposed registries stay inactive"
"interpretable_summary","tests/testthat/test-wgcna-stage13-downstream-integration.R",21,"WGCNA_inferential_handoff.csv","microglia (datasets argument default)","TEST_FIXTURE","require_stage13_generated_inputs() skip gate - the whole Stage-13 integration file is skipped unless this historical path exists, so a silent path change turns the suite green by skipping"
"interpretable_summary","tests/testthat/test-wgcna-stage13-downstream-integration.R",213,"WGCNA_final_label_lookup.csv","neuron_neuropil, neuron_soma, microglia","TEST_FIXTURE","derives the expected circular-atlas segment count as the sum of supermodule rows across the three lookups"
"interpretable_summary","tools/audit_wgcna_support_status.R",60,"WGCNA_inferential_handoff.csv (Sys.glob over interpretable_summary/*/)","global / every scope directory - wildcard, no dataset filter","LIVE_READER","Sys.glob at :57-60 collects source_key values from every scope directory into one key set to compute stage07_handoff_consumed. The '*' matches the cross-dataset 'all' scope and would match any failed-run scope directory this family ever gained"
"microglia_neuropil_independence","analysis/publication_source_data/build_biological_claims_table.R",896,"results/reviewer_audit/microglia_neuropil_independence_claim_gate.csv (file.exists probe)","global","LIVE_READER","First path in microglia_neuropil_independence_available(); same owner, global scope, flat historical root with no 06_modules_WGCNA segment."
"microglia_neuropil_independence","analysis/publication_source_data/build_biological_claims_table.R",897,"microglia_neuropil_independence_effects.csv (file.exists probe)","microglia","LIVE_READER","microglia_neuropil_independence_available() (lines 894-900) gates claims$neuropil_independence_gate at line 1038; any(file.exists(paths)) decides missing_required vs a real gate value. Script does not source R/wgcna_paths.R."
"microglia_neuropil_independence","analysis/publication_source_data/build_biological_claims_table.R",898,"microglia_module_neuropil_independence_classification.csv (file.exists probe)","microglia","LIVE_READER","Third path in the same availability gate."
"microglia_neuropil_independence","analysis/publication_source_data/build_biological_claims_table.R",904,"results/reviewer_audit/microglia_neuropil_independence_claim_gate.csv","global","LIVE_READER","read_microglia_neuropil_claim_gate() reads the gate and drives predeclared-vs-exploratory claim wording from line 1039 onward."
"microglia_neuropil_independence","analysis/publication_source_data/build_biological_claims_table.R",1407,"results/reviewer_audit/microglia_neuropil_independence_claim_gate.csv (via file.path(audit_dir, ...), audit_dir = path_results(""reviewer_audit"") line 1393)","global","LIVE_READER","final_reviewer_audit_specs row; write_final_reviewer_audit_manifest (lines 1430-1443) does file.exists, readLines row count and a full schema read via schema_validation_status."
"microglia_neuropil_independence","analysis/publication_source_data/build_biological_claims_table.R",1408,"results/reviewer_audit/microglia_neuropil_covariate_selection_audit.csv","global","LIVE_READER","Same manifest spec table; existence, row count and schema validation are read."
"microglia_neuropil_independence","analysis/publication_source_data/build_biological_claims_table.R",1409,"results/reviewer_audit/microglia_neuropil_independence_endpoint_scope_audit.csv","global","LIVE_READER","Same manifest spec table; manifest$exists feeds write_final_evidence_bundle_validation (line 2256)."
"microglia_neuropil_independence","analysis/publication_source_data/build_biological_claims_table.R",1456,"results/reviewer_audit/microglia_neuropil_independence_claim_gate.csv","global","LIVE_READER","write_final_evidence_bundle_validation counts exploratory rows marked claim_gate_eligible; a zero count is a hard reviewer check."
"microglia_neuropil_independence","analysis/publication_source_data/build_biological_claims_table.R",1459,"results/reviewer_audit/microglia_neuropil_independence_endpoint_scope_audit.csv","global","LIVE_READER","Decides direct_supermodule and therefore supermodule_direct_misuse (line 1461). Note this file is written (test_microglia_neuropil_independence.R:881) but is NOT in pipeline.yml's produces list (line 582) and has no config/results_ownership.csv row."
"microglia_neuropil_independence","analysis/wgcna/audit_module_claim_readiness.R",41,"microglia_module_neuropil_independence_classification.csv (via TABLE_DIR = path_results(""tables"",""06_modules_WGCNA""), line 31)","microglia","LIVE_READER","inputs$stage09_neuropil, declared consumes_optional in pipeline.yml:691; actually read at line 227 and joined into the Stage-13 claim-readiness table at line 243. Script already sources R/wgcna_paths.R (line 20) and uses wgcna_dir_any for the Stage-12 audit dir (line 32), but not for this input."
"microglia_neuropil_independence","analysis/wgcna/render_microglia_independence_figures.R",42,"results/tables/06_modules_WGCNA/microglia_neuropil_independence/microglia (in_dir, built with path_results)","microglia","LIVE_READER","Only literal historical-root construction left in code; every required input of the figure layer hangs off it. Script already sources R/wgcna_paths.R at line 16 and uses wgcna_dirs for its own outputs (line 43), so the reader side is the sole remaining gap."
"microglia_neuropil_independence","analysis/wgcna/render_microglia_independence_figures.R",49,"microglia_module_neuropil_independence_classification.csv","microglia","LIVE_READER","Required input; read at line 98 (read_csv_safe). Missing -> hard stop at lines 88-94."
"microglia_neuropil_independence","analysis/wgcna/render_microglia_independence_figures.R",50,"microglia_neuropil_independence_effects.csv","microglia","LIVE_READER","Required input; read at line 99."
"microglia_neuropil_independence","analysis/wgcna/render_microglia_independence_figures.R",51,"WGCNA_module_inferential_handoff_with_neuropil_independence.csv","microglia","LIVE_READER","Required input; read (existence/parse check only) at line 100."
"microglia_neuropil_independence","R/statistics/evidence_bundle_utils.R",146,"microglia_module_neuropil_independence_classification.csv","microglia","LIVE_READER","read_final_csv joins independence classification onto the combined WGCNA inferential handoff for the manuscript wgcna_key_modules sheet (lines 147-168). File does not source R/wgcna_paths.R."
"microglia_neuropil_independence","R/statistics/evidence_bundle_utils.R",442,"microglia_neuropil_independence_effects.csv","microglia","LIVE_READER","build_microglia_neuropil_independence() is the microglia_neuropil_independence sheet of the final biological evidence bundle (wired in at line 632)."
"microglia_neuropil_independence","R/statistics/evidence_bundle_utils.R",601,"microglia_neuropil_independence_effects.csv","microglia","LIVE_READER","Second, independent read of the same path in write_final_evidence_bundle's inputs list; bundle_input_status (line 622, defined line 60) does file.exists plus read_final_csv to record present/missing and n_rows. Feeds the bundle's input_status provenance sheet but is a real read of a live path, not a historical-equivalence oracle."
"module_annotation","analysis/integration/build_cross_compartment_atlas.R",38,"WGCNA_supermodule_biological_annotation.csv","per-dataset (ds)","LIVE_READER","inputs$microenvironment, read at line 343 via evidence_file() -> read_csv_optional(required = FALSE) (definition line 105). Absence silently becomes an availability_evidence row rather than an error."
"module_annotation","analysis/integration/render_module_circular_atlas.R",724,"WGCNA_supermodule_biological_annotation.csv","neuron_neuropil (hard-coded)","PROVENANCE_ORACLE","build_neuropil_availability_audit(): existence-only probe (file.exists at line 735) paired with producing_script = 'analysis/wgcna/annotate_module_microenvironment.R' at line 730 - an audit that asserts which writer owns the path, not an input read."
"module_annotation","analysis/integration/render_module_circular_atlas.R",921,"WGCNA_supermodule_biological_annotation.csv","per-dataset (ds), via dataset_source_paths()","LIVE_READER","bio <- read_csv_quiet(p$biological_annotation); path built at line 454. Drives the circular atlas supermodule labels and the join audit at line 1270."
"module_annotation","analysis/integration/summarize_enrichment_module_concordance.R",335,"WGCNA_module_biological_annotation.csv","all datasets, bind_rows'd into one frame","LIVE_READER","readr::read_csv(dataset_inputs[[dataset]]$module_annotation, col_select = ...) over every dataset; path built at lines 84-87. Supplies cleaned_biological_label / module_program_primary to GSEA-WGCNA concordance. consumes_required pipeline.yml:1327."
"module_annotation","analysis/integration/summarize_enrichment_module_concordance.R",408,"WGCNA_supermodule_biological_annotation.csv","all datasets, bind_rows'd","LIVE_READER","bind_rows(lapply(datasets, ...)) read of dataset_inputs[[dataset]]$supermodule_annotation; path built at lines 88-91. Documented as the 'parent context' provenance string at line 594."
"module_annotation","analysis/integration/summarize_module_cross_compartment.R",52,"WGCNA_module_biological_annotation.csv","per-dataset (ds)","LIVE_READER","input spec with required = FALSE; read into the cross-compartment table. consumes_optional pipeline.yml:1471 ('results/tables/06_modules_WGCNA/module_annotation/')."
"module_annotation","analysis/integration/summarize_module_cross_compartment.R",53,"WGCNA_supermodule_biological_annotation.csv","per-dataset (ds)","LIVE_READER","input spec required = FALSE; used by add_source() at line 243 to pull Supermodule_CompositionDisplayLabel / microenvironment_caution_label, and by source_label_vector() at line 490."
"module_annotation","analysis/publication_source_data/build_biological_claims_table.R",1500,"WGCNA_supermodule_biological_annotation.csv","per-dataset, called at lines 1609 and 1788","LIVE_READER","read_csv_if_exists() inside supermodule_annotation_for_claims(); path at line 1499. Supplies Supermodule_DisplayLabel / safe_display_label / annotation_confidence to the manuscript claims table. Returns NULL silently if the path is wrong."
"module_annotation","analysis/wgcna/adjudicate_module_labels.R",133,"WGCNA_module_biological_annotation.csv","all datasets (integration_datasets)","LIVE_READER","read_required(annotation_path(ds), 'Stage-06 annotation') guarded by file.exists at line 132; path builder at line 68. Feeds the phenotype-blind label adjudication written to results/reviewer_audit/wgcna_label_adjudication/. consumes_optional pipeline.yml:741."
"module_annotation","analysis/wgcna/audit_microglia_module_claims.R",95,"WGCNA_module_biological_annotation.csv","microglia (hard-coded, repo_root-joined literal string)","LIVE_READER","annotation_path is in required_inputs (line 105-109) and the script stops if missing (line 111). Note this is a raw file.path(repo_root, ""results/tables/06_modules_WGCNA/module_annotation/microglia/..."") literal, not path_results(), so it will not follow a path_results-level change."
"module_annotation","analysis/wgcna/audit_module_claim_readiness.R",38,"WGCNA_module_biological_annotation.csv","microglia only (script hard-stops on any other dataset, line 28)","LIVE_READER","inputs$stage06_module; listed in required_names (line 48) and hard-stopped if missing (line 61-62); content read via context_from() at line 131. consumes_required pipeline.yml:684."
"module_annotation","analysis/wgcna/audit_module_claim_readiness.R",39,"WGCNA_supermodule_biological_annotation.csv","microglia","LIVE_READER","inputs$stage06_supermodule; required and read via context_from() at line 131. consumes_required pipeline.yml:685."
"module_annotation","analysis/wgcna/audit_module_label_coherence.R",156,"WGCNA_module_biological_annotation.csv","all datasets (integration_datasets)","LIVE_READER","ann_path <- annotation_path(dataset) then read for the label coherence audit; path builder lines 88-91, dry-run input at line 101. consumes_optional pipeline.yml:717."
"module_annotation","analysis/wgcna/render_microglia_independence_figures.R",138,"WGCNA_module_biological_annotation.csv","<dataset> arg (microglia in practice)","LIVE_READER","read_csv_safe(inputs$module_annotation_optional) reached only when the Stage-07 final label lookup yielded zero rows (line 137); path built at line 52. This precedence is the encoded adjudicated-label-first rule."
"module_annotation","analysis/wgcna/summarize_microglia_roi_specificity.R",61,"WGCNA_module_biological_annotation.csv","microglia (hard-coded)","LIVE_READER","ANNOTATION_FILE, listed in required_inputs (line 83) so a missing file is a dry-run FAIL. consumes_required pipeline.yml:613."
"module_annotation","analysis/wgcna/summarize_microglia_roi_specificity.R",62,"WGCNA_module_targeted_signature_overlap_details.csv","microglia (hard-coded)","LIVE_READER","TARGETED_FILE, optional input (targeted_signature_overlap_optional). The only live reader of this third member of the family besides the evidence bundle. consumes_optional pipeline.yml:619."
"module_annotation","analysis/wgcna/summarize_module_complex_architecture.R",38,"WGCNA_module_biological_annotation.csv","neuron_neuropil, neuron_soma, microglia","LIVE_READER","read_csv_optional(inputs$module_annotation, required = FALSE); path built at line 32. Silent degradation if absent. consumes_optional pipeline.yml:637."
"module_annotation","analysis/wgcna/summarize_module_interpretation.R",1399,"WGCNA_module_biological_annotation.csv","neuron_neuropil, neuron_soma, microglia (ds loop)","LIVE_READER","safe_read_csv() of the Stage-06 module annotation; feeds module label/evidence columns into WGCNA_label_candidates.csv / WGCNA_final_label_lookup.csv and plot_microglia_marker_evidence (line 2199). Declared consumes_required in pipeline.yml:491."
"module_annotation","analysis/wgcna/summarize_module_interpretation.R",1400,"WGCNA_supermodule_biological_annotation.csv","neuron_neuropil, neuron_soma, microglia (ds loop)","LIVE_READER","safe_read_csv() of the supermodule annotation; consumed by plot_microglia_composition_heatmap (line 2198) and supermodule label composition. consumes_required pipeline.yml:491."
"module_annotation","analysis/wgcna/summarize_module_interpretation.R",2210,"WGCNA_module_biological_annotation.csv","per-dataset","PROVENANCE_ORACLE","Not a content read: a path emitted into write_run_manifest(inputs = ...) as the recorded provenance of the Stage-07 summary. Must resolve through the same helper as line 1399 or the manifest will name a path that was not read."
"module_annotation","analysis/wgcna/summarize_module_interpretation.R",2211,"WGCNA_supermodule_biological_annotation.csv","per-dataset","PROVENANCE_ORACLE","Run-manifest input path emission, same as line 2210."
"module_annotation","analysis/wgcna/summarize_module_interpretation.R",2373,"WGCNA_module_biological_annotation.csv","each dataset in valid_datasets()","LIVE_READER","dry-run required-input existence probe ('Module annotation'); a missing path is a FAIL and is appended to missing_required, so the path must resolve identically to the real read at line 1399."
"module_annotation","analysis/wgcna/summarize_module_interpretation.R",2374,"WGCNA_supermodule_biological_annotation.csv","each dataset in valid_datasets()","LIVE_READER","dry-run required-input existence probe ('Supermodule annotation'); same FAIL semantics as line 2373."
"module_annotation","analysis/wgcna/test_microglia_neuropil_independence.R",791,"WGCNA_module_biological_annotation.csv","microglia (hard-coded)","LIVE_READER","read_csv_optional2(); left-joined into claim_gate_audit to attach cleaned_biological_label / safe_display_label / microenvironment_class to module_eigengene endpoints."
"module_annotation","R/statistics/evidence_bundle_utils.R",411,"WGCNA_module_biological_annotation.csv","microglia (hard-coded)","LIVE_READER","read_final_csv() inside build_microglia_roi_signature_drivers(), called at line 631 when assembling final_biological_evidence_bundle.xlsx. This is the claim-facing bundle."
"module_annotation","R/statistics/evidence_bundle_utils.R",599,"WGCNA_module_biological_annotation.csv","microglia","PROVENANCE_ORACLE","inputs$microglia_module_annotation is only written into run_manifest.yml (write_run_manifest at line ~646, inputs = inputs); the content read is the separate call at line 411."
"module_annotation","R/statistics/evidence_bundle_utils.R",600,"WGCNA_module_targeted_signature_overlap_details.csv","microglia","PROVENANCE_ORACLE","inputs$microglia_targeted_signature_details is never opened; it appears only in the evidence-bundle run manifest as declared provenance. The only content read of this file in the repo is summarize_microglia_roi_specificity.R:62."
"module_annotation","R/statistics/wgcna_identity_contract_utils.R",904,"WGCNA_module_biological_annotation.csv","per-dataset, Stage06_annotation spec row","LIVE_READER","wgcna_identity_downstream_specs() registers the path with source_system_status = 'downstream_identity_usage'; the file is actually opened at line 995 (wgcna_identity_read_csv(spec$path)) inside wgcna_identity_build_compatibility_audit(), reached from wgcna_identity_build_contract_bundle() (line 1388) which analysis/wgcna/build_module_identity_contract.R:22 calls. Indirect reader via helper."
"module_annotation","R/statistics/wgcna_identity_contract_utils.R",912,"WGCNA_supermodule_biological_annotation.csv","per-dataset, Stage06_annotation spec row","LIVE_READER","Same mechanism as line 904; supermodule-level identity compatibility audit row. pipeline.yml:459 declares the directory as consumes_optional for build_module_identity_contract."
"module_annotation","tests/smoke_test_active_script_contracts.R",119,"WGCNA_module_biological_annotation.csv","microglia","TEST_FIXTURE","Pins the historical path as the location the module-annotation column contract is validated at (validate_wgcna_module_annotation, line 123), guarded by skip_missing_output."
"module_annotation","tests/smoke_test_active_script_contracts.R",127,"WGCNA_supermodule_biological_annotation.csv","microglia","TEST_FIXTURE","Pins the historical path for require_module_contract_columns on the supermodule annotation."
"module_annotation","tests/testthat/test-wgcna-claim-readiness.R",253,"module_annotation/microglia/WGCNA_module_biological_annotation.csv and .../WGCNA_supermodule_biological_annotation.csv (as literal substrings of pipeline.yml)","microglia","TEST_FIXTURE","expect_match over the full text of pipeline.yml (stage13_required, asserted in the loop at line 259). This test fails the moment the consumes_required strings at pipeline.yml:684-685 are rewritten to the normalized root, so the reader migration must update this fixture in the same change."
"module_score","analysis/integration/render_module_circular_atlas.R",293,"results/tables/06_modules_WGCNA/module_score/<dataset>/wgcna/supermodule_directional_effects.csv","global-scope script (pipeline.yml:1389-1391) that loops over all three datasets; module source hardcoded to ""wgcna""","LIVE_READER","publication_score_paths(dataset) at :292-296 hardcodes the historical path and the ""wgcna"" source segment. Read at :2917 (build_publication_heatmap_source) and :3507 (build_supermodule_id_comparison), and re-read at :3474 when copying source data. This is the only reader that resolves the family for three different scopes inside one process."
"module_score","analysis/integration/render_module_circular_atlas.R",4870,"""results/tables/06_modules_WGCNA/module_score/<dataset>/wgcna/supermodule_directional_effects.csv"" as a literal inside the circular_heatmap_inputs provenance record","global","PROVENANCE_ORACLE","Not a read: a path string serialized into the atlas's own methods/provenance record (circular_heatmap_inputs, :4866-4871) to declare which inputs the figure was built from. Two sibling provenance strings do the same at :3470 (""Generated by this script from module_score/<dataset>/wgcna/supermodule_directional_effects.csv, Analysis == primary_all_replicates."") and :3579. If the reader at :293 is normalized, these three strings become false provenance and must be updated in the same edit."
"module_score","analysis/wgcna/build_module_spatial_networks.R",67,"results/tables/06_modules_WGCNA/module_score/<dataset>/<module_definition_source>/module_scores_per_sample.csv (xlsx sibling at :68)","dataset from --dataset/PROTEOMICS_DATASET and module source from --module-definition-source, both mandatory (:47-55); source may be wgcna|overlap|custom (:57-59)","LIVE_READER","resolve_module_score_file() at :64-71, csv-then-xlsx preference; consumed as params$module_score_file at :83 and hard-stopped if absent at :113-119. NOTE: this script is registered in pipeline.yml's legacy: block at :1608 (""argument-driven module spatial network helper; excluded from canonical full pipeline""), so it is not run by the canonical pipeline, but it is not archived, it is still under analysis/, it still reads this family as a required input when invoked, and the family does have an active canonical producer - so LEGACY_NO_ACTIVE_PRODUCER does not apply to it."
"module_score","analysis/wgcna/summarize_module_scores.R",419,"score_dir = results/tables/06_modules_WGCNA/module_score/<dataset>/<module_source>/ -> supermodule_directional_effects.csv, supermodule_directional_consistency.csv, supermodule_score_correlation_structure.csv","neuron_neuropil, neuron_soma, microglia (pipeline.yml:517); module_source hard-limited to ""wgcna"" by summarize_module_scores.R:36-38","LIVE_READER","Publication renderer. score_dir is built with path_results(""tables"",""06_modules_WGCNA"",""module_score"", dataset, module_source) at :419; named files at :421-423; actually read via read_csv_required at :446, :447, :448. Declared-but-unread siblings at :424-426 (supermodule_scores_eigengene_per_sample.csv, supermodule_score_composition.csv, WGCNA_supermodule_score_statistics_full.xlsx). Its own outputs already use wgcna_dirs(""summarize_module_scores"", dataset) at :428, so this script is exactly the half-migrated case: normalized writer, historical reader."
"module_score","tests/testthat/test-module-script-entrypoints.R",22,"module_feature_mapping_trace.csv, module_gene_coverage.csv, ""module_score"" asserted present in analysis/wgcna/score_module_activity.R source text","global (writer source text)","TEST_FIXTURE","Source-text grep over the writer (:15-29), not a path read. It pins the family's filename contract and the SUBSTEP_ID token, so renaming the substep in score_module_activity.R:86 would fail it; rewriting only the readers would not."
"module_score","tests/testthat/test-module-script-entrypoints.R",99,"literal token ""module_score/<dataset>/"" asserted present in pipeline.yml","global (pipeline.yml text)","TEST_FIXTURE","expect_true(grepl(""module_score/<dataset>/"", pipeline_txt, fixed = TRUE)). Pins the historical token, but it is NOT a real guard on this family: the same substring is produced by the unrelated preprocessing path data/processed/01_preprocessing/06_merged_metadata_module_score/<dataset>/... (pipeline.yml:424, 437, 842-843, 858-859, 1061-1062), so the assertion keeps passing even if every WGCNA module_score consumes entry (pipeline.yml:527) is normalized. It gives false safety rather than blocking the migration."
"wgcna_publication_figures","analysis/publication_source_data/08_export_manuscript_figures.R",43,"path_results(""figures"", ""06_modules_WGCNA"") -> recursive svg/pdf/png sweep at line 58 selects wgcna_publication_figures/microglia/{all_supermodule_architecture, all_supermodule_global_eigengenes, all_supermodule_sus_res_forest, all_supermodule_sus_res_spatial_heatmap, multi_supermodule_member_loadings, supplementary_all_contrast_effect_matrix}.{svg,pdf}","global sweep; resolves to the microglia scope of this family","LIVE_READER","Registered export step (pipeline.yml:1544, stage export, consumes_required results/figures/). The stage root is a candidate_roots entry, list.files(recursive=TRUE) at line 58 pulls all 12 files of this family, they survive is_exportable_result_path (R/utilities/export_helpers.R:120-127), drop_legacy_dataset_suffixed_aliases (no suffixed siblings exist in this dir) and drop_orphan_figure_families (orphan_figure_family_stems() is only 'all_supermodule_eigengene_spatial_group_plot', export_helpers.R:183-185), then copy_export_targets at line 131 copies them into results/manuscript/. Does not name the family, reads it by directory sweep. NOTE the comment at lines 33-37 says normalized roots of migrated domains were added alongside historical ones - results/wgcna is NOT in candidate_roots, so after Phase 6G.8 a rerun of render_module_figures produces figures this exporter cannot see."
