"old_path","expected_path","intended_extension","producer","write_site","evidence","current_hash","bytes","collision","export_effect","action"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_slm_WGCNA_#737373_sensitivity_flagged_replica","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_slm_WGCNA_#737373_sensitivity_flagged_rep.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","54b911f2744464642fdd2bc8fa030085f85b920a6d50d5c1ffd736293fdde020",7345,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_slm_WGCNA_#74C476_sensitivity_flagged_replica","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_slm_WGCNA_#74C476_sensitivity_flagged_rep.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","e08ff9843cc59cacdd37bc32aa709a9af2bbcb95a4a6360b97650fd4d272e58a",8361,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_slm_WGCNA_#756BB1_sensitivity_flagged_replica","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_slm_WGCNA_#756BB1_sensitivity_flagged_rep.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","002067a76c47631cf049db85aa740911905916f307b9db1010d80c77cfb4fc1a",7754,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_slm_WGCNA_#969696_sensitivity_flagged_replica","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_slm_WGCNA_#969696_sensitivity_flagged_rep.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","f687a042689f98e4f67b7b3d76c3bd5f8c80ef13bf4d78b75cda09270753b81e",7473,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_slm_WGCNA_#9E9AC8_sensitivity_flagged_replica","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_slm_WGCNA_#9E9AC8_sensitivity_flagged_rep.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","c2c8bf8fe4484ba09b6fc45254cd46a06567f4eddba0660041df0ce58541cb32",8218,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_slm_WGCNA_#BF812D_sensitivity_flagged_replica","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_slm_WGCNA_#BF812D_sensitivity_flagged_rep.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","5331349343e3387de9e14475841249cb934e49edabc3668002e6295910327c05",8366,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_slm_WGCNA_#DE2D26_sensitivity_flagged_replica","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_slm_WGCNA_#DE2D26_sensitivity_flagged_rep.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","28f4593de9979289632a4b3b622f57fcceedef55abd95f1847ccf966629715f3",7766,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_slm_WGCNA_#FB6A4A_sensitivity_flagged_replica","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_slm_WGCNA_#FB6A4A_sensitivity_flagged_rep.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","e00b6501d705254b4fd6df8cf7e2b3d95d3b0812a4d7f2466a770dbc59c72364",7756,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_so_WGCNA_#006D2C_sensitivity_flagged_replicat","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_so_WGCNA_#006D2C_sensitivity_flagged_repl.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","72b67fbb200b25823b595233c913cd37affa572866ec972f6734a06913f08514",7232,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_so_WGCNA_#08519C_sensitivity_flagged_replicat","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_so_WGCNA_#08519C_sensitivity_flagged_repl.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","dab83be545f1b5bf73897eb44b9021586840d2363f23fc3ac02c78d498499c49",7343,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_so_WGCNA_#238B45_sensitivity_flagged_replicat","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_so_WGCNA_#238B45_sensitivity_flagged_repl.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","6dae84d888a35746660b1241dcb130e125415848cedc2cac36d76afc97ce4022",7652,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_so_WGCNA_#2B8CBE_sensitivity_flagged_replicat","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_so_WGCNA_#2B8CBE_sensitivity_flagged_repl.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","cf2776050e22113b5eb6b36dd6397ecd762780e802ada2848b87c3bd051323f4",7813,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_so_WGCNA_#3F007D_sensitivity_flagged_replicat","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_so_WGCNA_#3F007D_sensitivity_flagged_repl.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","bf5289b28f4b0407d4555280e83f9e72ba429d5c4fd63a8fdf0a85bc46c60e85",7943,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_so_WGCNA_#4D4D4D_sensitivity_flagged_replicat","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_so_WGCNA_#4D4D4D_sensitivity_flagged_repl.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","c0a8c5a3d07b653f10a21b37751f05752a87a6718a4f3dad7adfd4206ed1676e",8231,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_so_WGCNA_#737373_sensitivity_flagged_replicat","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_so_WGCNA_#737373_sensitivity_flagged_repl.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","3d83c413d3948b1f743384bfbcf57aea72ef57867b87ca19b56fbfc4989e2431",7929,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_so_WGCNA_#74C476_sensitivity_flagged_replicat","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_so_WGCNA_#74C476_sensitivity_flagged_repl.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","c7fefa89e0087a5f612e8fdd1276a8737d7515d467d30ebc464674ffa38e27a3",7652,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_so_WGCNA_#756BB1_sensitivity_flagged_replicat","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_so_WGCNA_#756BB1_sensitivity_flagged_repl.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","8375b89deb654a3db971f971537f50cb2b3ceb03f6edc8587d664a083e0bf276",7825,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_so_WGCNA_#969696_sensitivity_flagged_replicat","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_so_WGCNA_#969696_sensitivity_flagged_repl.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","ebf7e3481d1ced0dde69202275baf9c052bc8e404e0577b9f0bcec66375b0ae8",7520,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_so_WGCNA_#9E9AC8_sensitivity_flagged_replicat","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_so_WGCNA_#9E9AC8_sensitivity_flagged_repl.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","270617246d90d818df2fb31da6412b022d7afb4789a458ca6c57d3d71a4a2e21",7531,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_so_WGCNA_#BF812D_sensitivity_flagged_replicat","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_so_WGCNA_#BF812D_sensitivity_flagged_repl.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","ee11c44f53a68acddfc46cb219be26e210ced4b4240c0a2198926ff005ebd530",8222,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_so_WGCNA_#DE2D26_sensitivity_flagged_replicat","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_so_WGCNA_#DE2D26_sensitivity_flagged_repl.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","fa42c79d79747a0b8c50bbd8eb47aebf6033aa5587d7c7f4689f8f578816a38f",7361,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_so_WGCNA_#FB6A4A_sensitivity_flagged_replicat","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_so_WGCNA_#FB6A4A_sensitivity_flagged_repl.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","5fced53572a476f3919fa60e8b3f29048f12e23b413ed0a562ff5c98591baf16",7757,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_sr_WGCNA_#006D2C_sensitivity_flagged_replicat","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_sr_WGCNA_#006D2C_sensitivity_flagged_repl.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","a37dfa37d020d60d185223686413f6953e7b9b3879d3f52c7e1b1126759ffd51",7642,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_sr_WGCNA_#08519C_sensitivity_flagged_replicat","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_sr_WGCNA_#08519C_sensitivity_flagged_repl.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","2d28b1876c4d6cfe1b262e9aff2bb3e789e4666b6bae32ce8778d10d3a43a12d",7657,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_sr_WGCNA_#238B45_sensitivity_flagged_replicat","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_sr_WGCNA_#238B45_sensitivity_flagged_repl.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","41e0f14fb874b7e3cada59d82b7305c8917775b9df2d231a885a530ff663c67f",7245,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_sr_WGCNA_#2B8CBE_sensitivity_flagged_replicat","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_sr_WGCNA_#2B8CBE_sensitivity_flagged_repl.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","6fde974ede6c3d44130a20d15d3a548f7be889baf451289e99e0d62277abd476",7474,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_sr_WGCNA_#3F007D_sensitivity_flagged_replicat","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_sr_WGCNA_#3F007D_sensitivity_flagged_repl.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","0c88931dd2d8c8a4cde0f40d1c25c59f83395634ca00d0bd1afdb2c8333cc585",7488,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_sr_WGCNA_#4D4D4D_sensitivity_flagged_replicat","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_sr_WGCNA_#4D4D4D_sensitivity_flagged_repl.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","4f959c76a27e08f418eab3875d6b64e454a8128ddb8689d575716e1b08756867",7483,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_sr_WGCNA_#737373_sensitivity_flagged_replicat","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_sr_WGCNA_#737373_sensitivity_flagged_repl.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","062fff496187f4d5a09a5fca90a120d7018a9f89d820cade40ca9a2f07db6d96",7641,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_sr_WGCNA_#74C476_sensitivity_flagged_replicat","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_sr_WGCNA_#74C476_sensitivity_flagged_repl.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","986bed956f25b48bfcd84782d6a8b399c6aeddf48da2697f0428d480da41ab7e",7950,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_sr_WGCNA_#756BB1_sensitivity_flagged_replicat","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_sr_WGCNA_#756BB1_sensitivity_flagged_repl.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","9a86205a229e207fa6f3006683dac597cc98b179968440696e3168e7af5343ff",7353,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_sr_WGCNA_#969696_sensitivity_flagged_replicat","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_sr_WGCNA_#969696_sensitivity_flagged_repl.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","79b10e7202d405f7149d178e5784eb160efede9db1e09dad59b99d4c1277b4e0",7061,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_sr_WGCNA_#9E9AC8_sensitivity_flagged_replicat","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_sr_WGCNA_#9E9AC8_sensitivity_flagged_repl.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","b25514fdacc31dde45ac0db31c271808df4c80197e6e45106c9252d78ad55d28",7764,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_sr_WGCNA_#BF812D_sensitivity_flagged_replicat","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_sr_WGCNA_#BF812D_sensitivity_flagged_repl.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","a830eb4e4cebb24dfb7565bf04988789c2469716e54123440c65a146348594de",7523,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_sr_WGCNA_#DE2D26_sensitivity_flagged_replicat","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_sr_WGCNA_#DE2D26_sensitivity_flagged_repl.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","cb0c82b716f5af71f22811214fd52cfe45887537b5e84dce730af17d00a5010e",7369,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_sr_WGCNA_#FB6A4A_sensitivity_flagged_replicat","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA1_sr_WGCNA_#FB6A4A_sensitivity_flagged_repl.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","f01a34b0ea732b1b2234c6cd1fbc54f285cf3899d68fe61688ea9b036ed6c129",7345,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA2_slm_WGCNA_#006D2C_sensitivity_flagged_replica","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA2_slm_WGCNA_#006D2C_sensitivity_flagged_rep.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","8793a6da6951100b926c4aa890e3e21fd9642357ac1d9a820d65e63284e6727a",7348,FALSE,"becomes discoverable","rename_in_place"
