"file","line_start","line_end","artifact_family","historical_root","historical_artifact","construction_type","single_or_multiline","intended_helper","canonical_owner","child","kind","disposition","text"
"analysis/wgcna/render_module_figures.R",32,32,"interpretable_summary","results/tables/06_modules_WGCNA/interpretable_summary","WGCNA_final_label_lookup.csv","EXACT_ARTIFACT_PATH","single","wgcna_interpretable_artifact","summarize_module_interpretation","tables","tables","CONVERTED_TO_OWNER_HELPER","LABEL_FILE <- path_results(""tables"", ""06_modules_WGCNA"", ""interpretable_summary"", DATASET, ""WGCNA_final_label_lookup.csv"")"
"analysis/wgcna/render_module_figures.R",33,33,"interpretable_summary","results/tables/06_modules_WGCNA/interpretable_summary","WGCNA_inferential_handoff.csv","EXACT_ARTIFACT_PATH","single","wgcna_interpretable_artifact","summarize_module_interpretation","tables","tables","CONVERTED_TO_OWNER_HELPER","HANDOFF_FILE <- path_results(""tables"", ""06_modules_WGCNA"", ""interpretable_summary"", DATASET, ""WGCNA_inferential_handoff.csv"")"
"analysis/wgcna/summarize_microglia_roi_specificity.R",63,63,"interpretable_summary","results/tables/06_modules_WGCNA/interpretable_summary","WGCNA_final_label_lookup.csv","EXACT_ARTIFACT_PATH","single","wgcna_interpretable_artifact","summarize_module_interpretation","tables","tables","CONVERTED_TO_OWNER_HELPER","LABEL_LOOKUP_FILE <- path_results(""tables"", ""06_modules_WGCNA"", ""interpretable_summary"", ""microglia"", ""WGCNA_final_label_lookup.csv"")"
"analysis/wgcna/summarize_module_interpretation.R",2395,2395,"interpretable_summary","results/tables/06_modules_WGCNA/interpretable_summary","","CHILD_PATH_CONSTRUCTION","single","wgcna_interpretable_artifact","summarize_module_interpretation","tables","tables","CONVERTED_TO_OWNER_HELPER","dry_run_line(""Cross-dataset output"", path_results(""tables"", ""06_modules_WGCNA"", ""interpretable_summary"", ""all""))"
"analysis/wgcna/summarize_module_scores.R",135,135,"interpretable_summary","results/tables/06_modules_WGCNA/interpretable_summary","WGCNA_final_label_lookup.csv","EXACT_ARTIFACT_PATH","single","wgcna_interpretable_artifact","summarize_module_interpretation","tables","tables","CONVERTED_TO_OWNER_HELPER","path <- path_results(""tables"", ""06_modules_WGCNA"", ""interpretable_summary"", dataset, ""WGCNA_final_label_lookup.csv"")"
"analysis/wgcna/summarize_module_scores.R",440,440,"interpretable_summary","results/tables/06_modules_WGCNA/interpretable_summary","WGCNA_final_label_lookup.csv","EXACT_ARTIFACT_PATH","single","wgcna_interpretable_artifact","summarize_module_interpretation","tables","tables","CONVERTED_TO_OWNER_HELPER","label_lookup_path <- path_results(""tables"", ""06_modules_WGCNA"", ""interpretable_summary"", dataset, ""WGCNA_final_label_lookup.csv"")"
"analysis/wgcna/summarize_module_scores.R",573,573,"interpretable_summary","results/tables/06_modules_WGCNA/interpretable_summary","WGCNA_final_label_lookup.csv","EXACT_ARTIFACT_PATH","single","wgcna_interpretable_artifact","summarize_module_interpretation","tables","tables","CONVERTED_TO_OWNER_HELPER","final_label_lookup = path_results(""tables"", ""06_modules_WGCNA"", ""interpretable_summary"", dataset, ""WGCNA_final_label_lookup.csv"")"
"analysis/wgcna/test_microglia_neuropil_independence.R",48,48,"interpretable_summary","results/tables/06_modules_WGCNA/interpretable_summary","WGCNA_inferential_handoff.csv","EXACT_ARTIFACT_PATH","single","wgcna_interpretable_artifact","summarize_module_interpretation","tables","tables","CONVERTED_TO_OWNER_HELPER","microglia_inferential_handoff = path_results(""tables"", ""06_modules_WGCNA"", ""interpretable_summary"", ""microglia"", ""WGCNA_inferential_handoff.csv"")"
"R/statistics/evidence_bundle_utils.R",123,126,"interpretable_summary","results/tables/06_modules_WGCNA/interpretable_summary","WGCNA_inferential_handoff.csv","EXACT_ARTIFACT_PATH|MULTILINE","multiline","wgcna_interpretable_artifact","summarize_module_interpretation","tables","tables","CONVERTED_TO_OWNER_HELPER","path_results( ""tables"", ""06_modules_WGCNA"", ""interpretable_summary"", ds, ""WGCNA_inferential_handoff.csv"" )"
"R/statistics/evidence_bundle_utils.R",286,289,"interpretable_summary","results/tables/06_modules_WGCNA/interpretable_summary","WGCNA_inferential_handoff.csv","EXACT_ARTIFACT_PATH|MULTILINE","multiline","wgcna_interpretable_artifact","summarize_module_interpretation","tables","tables","CONVERTED_TO_OWNER_HELPER","path_results( ""tables"", ""06_modules_WGCNA"", ""interpretable_summary"", ds, ""WGCNA_inferential_handoff.csv"" )"
"analysis/publication_source_data/build_biological_claims_table.R",897,897,"microglia_neuropil_independence","results/tables/06_modules_WGCNA/microglia_neuropil_independence","microglia_neuropil_independence_effects.csv","EXACT_ARTIFACT_PATH","single","wgcna_independence_artifact","test_microglia_neuropil_independence","tables","tables","CONVERTED_TO_OWNER_HELPER","path_results(""tables"", ""06_modules_WGCNA"", ""microglia_neuropil_independence"", ""microglia"", ""microglia_neuropil_independence_effects.csv""),"
"analysis/publication_source_data/build_biological_claims_table.R",898,898,"microglia_neuropil_independence","results/tables/06_modules_WGCNA/microglia_neuropil_independence","microglia_module_neuropil_independence_classification.csv","EXACT_ARTIFACT_PATH","single","wgcna_independence_artifact","test_microglia_neuropil_independence","tables","tables","CONVERTED_TO_OWNER_HELPER","path_results(""tables"", ""06_modules_WGCNA"", ""microglia_neuropil_independence"", ""microglia"", ""microglia_module_neuropil_independence_classification.csv"")"
"analysis/wgcna/render_microglia_independence_figures.R",42,42,"microglia_neuropil_independence","results/tables/06_modules_WGCNA/microglia_neuropil_independence","","CHILD_PATH_CONSTRUCTION","single","wgcna_independence_artifact","test_microglia_neuropil_independence","tables","tables","CONVERTED_TO_OWNER_HELPER","in_dir <- path_results(""tables"", ""06_modules_WGCNA"", ""microglia_neuropil_independence"", dataset)"
"R/statistics/evidence_bundle_utils.R",146,146,"microglia_neuropil_independence","results/tables/06_modules_WGCNA/microglia_neuropil_independence","microglia_module_neuropil_independence_classification.csv","EXACT_ARTIFACT_PATH","single","wgcna_independence_artifact","test_microglia_neuropil_independence","tables","tables","CONVERTED_TO_OWNER_HELPER","micro_independence <- read_final_csv(path_results(""tables"", ""06_modules_WGCNA"", ""microglia_neuropil_independence"", ""microglia"", ""microglia_module_neuropil_independence_classification.csv""))"
"R/statistics/evidence_bundle_utils.R",442,442,"microglia_neuropil_independence","results/tables/06_modules_WGCNA/microglia_neuropil_independence","microglia_neuropil_independence_effects.csv","EXACT_ARTIFACT_PATH","single","wgcna_independence_artifact","test_microglia_neuropil_independence","tables","tables","CONVERTED_TO_OWNER_HELPER","tbl <- read_final_csv(path_results(""tables"", ""06_modules_WGCNA"", ""microglia_neuropil_independence"", ""microglia"", ""microglia_neuropil_independence_effects.csv""))"
"R/statistics/evidence_bundle_utils.R",601,601,"microglia_neuropil_independence","results/tables/06_modules_WGCNA/microglia_neuropil_independence","microglia_neuropil_independence_effects.csv","EXACT_ARTIFACT_PATH","single","wgcna_independence_artifact","test_microglia_neuropil_independence","tables","tables","CONVERTED_TO_OWNER_HELPER","microglia_neuropil_independence = path_results(""tables"", ""06_modules_WGCNA"", ""microglia_neuropil_independence"", ""microglia"", ""microglia_neuropil_independence_effects.csv""),"
"analysis/integration/build_cross_compartment_atlas.R",38,38,"module_annotation","results/tables/06_modules_WGCNA/module_annotation","WGCNA_supermodule_biological_annotation.csv","EXACT_ARTIFACT_PATH","single","wgcna_annotation_artifact","annotate_module_microenvironment","tables","tables","CONVERTED_TO_OWNER_HELPER","microenvironment = path_results(""tables"", ""06_modules_WGCNA"", ""module_annotation"", ds, ""WGCNA_supermodule_biological_annotation.csv""),"
"analysis/integration/render_module_circular_atlas.R",454,454,"module_annotation","results/tables/06_modules_WGCNA/module_annotation","WGCNA_supermodule_biological_annotation.csv","EXACT_ARTIFACT_PATH","single","wgcna_annotation_artifact","annotate_module_microenvironment","tables","tables","CONVERTED_TO_OWNER_HELPER","biological_annotation = path_results(""tables"", ""06_modules_WGCNA"", ""module_annotation"", ds, ""WGCNA_supermodule_biological_annotation.csv""),"
"analysis/integration/render_module_circular_atlas.R",724,724,"module_annotation","results/tables/06_modules_WGCNA/module_annotation","WGCNA_supermodule_biological_annotation.csv","EXACT_ARTIFACT_PATH","single","wgcna_annotation_artifact","annotate_module_microenvironment","tables","tables","CONVERTED_TO_OWNER_HELPER","path_results(""tables"", ""06_modules_WGCNA"", ""module_annotation"", ""neuron_neuropil"", ""WGCNA_supermodule_biological_annotation.csv"")"
"analysis/integration/summarize_enrichment_module_concordance.R",84,87,"module_annotation","results/tables/06_modules_WGCNA/module_annotation","WGCNA_module_biological_annotation.csv","EXACT_ARTIFACT_PATH|MULTILINE","multiline","wgcna_annotation_artifact","annotate_module_microenvironment","tables","tables","CONVERTED_TO_OWNER_HELPER","module_annotation = path_results( ""tables"", ""06_modules_WGCNA"", ""module_annotation"", dataset, ""WGCNA_module_biological_annotation.csv"" ),"
"analysis/integration/summarize_enrichment_module_concordance.R",88,91,"module_annotation","results/tables/06_modules_WGCNA/module_annotation","WGCNA_supermodule_biological_annotation.csv","EXACT_ARTIFACT_PATH|MULTILINE","multiline","wgcna_annotation_artifact","annotate_module_microenvironment","tables","tables","CONVERTED_TO_OWNER_HELPER","supermodule_annotation = path_results( ""tables"", ""06_modules_WGCNA"", ""module_annotation"", dataset, ""WGCNA_supermodule_biological_annotation.csv"" ),"
"analysis/integration/summarize_module_cross_compartment.R",52,52,"module_annotation","results/tables/06_modules_WGCNA/module_annotation","WGCNA_module_biological_annotation.csv","EXACT_ARTIFACT_PATH","single","wgcna_annotation_artifact","annotate_module_microenvironment","tables","tables","CONVERTED_TO_OWNER_HELPER","module_biological_annotation = list(path = path_results(""tables"", ""06_modules_WGCNA"", ""module_annotation"", ds, ""WGCNA_module_biological_annotation.csv""), required = FALSE),"
"analysis/integration/summarize_module_cross_compartment.R",53,53,"module_annotation","results/tables/06_modules_WGCNA/module_annotation","WGCNA_supermodule_biological_annotation.csv","EXACT_ARTIFACT_PATH","single","wgcna_annotation_artifact","annotate_module_microenvironment","tables","tables","CONVERTED_TO_OWNER_HELPER","supermodule_biological_annotation = list(path = path_results(""tables"", ""06_modules_WGCNA"", ""module_annotation"", ds, ""WGCNA_supermodule_biological_annotation.csv""), required = FALSE)"
"analysis/publication_source_data/build_biological_claims_table.R",1499,1499,"module_annotation","results/tables/06_modules_WGCNA/module_annotation","WGCNA_supermodule_biological_annotation.csv","EXACT_ARTIFACT_PATH","single","wgcna_annotation_artifact","annotate_module_microenvironment","tables","tables","CONVERTED_TO_OWNER_HELPER","f <- path_results(""tables"", ""06_modules_WGCNA"", ""module_annotation"", dataset, ""WGCNA_supermodule_biological_annotation.csv"")"
"analysis/wgcna/adjudicate_module_labels.R",68,68,"module_annotation","results/tables/06_modules_WGCNA/module_annotation","WGCNA_module_biological_annotation.csv","EXACT_ARTIFACT_PATH","single","wgcna_annotation_artifact","annotate_module_microenvironment","tables","tables","CONVERTED_TO_OWNER_HELPER","annotation_path <- function(ds) path_results(""tables"", ""06_modules_WGCNA"", ""module_annotation"", ds, ""WGCNA_module_biological_annotation.csv"")"
"analysis/wgcna/audit_module_label_coherence.R",89,90,"module_annotation","results/tables/06_modules_WGCNA/module_annotation","WGCNA_module_biological_annotation.csv","EXACT_ARTIFACT_PATH|MULTILINE","multiline","wgcna_annotation_artifact","annotate_module_microenvironment","tables","tables","CONVERTED_TO_OWNER_HELPER","path_results(""tables"", ""06_modules_WGCNA"", ""module_annotation"", dataset, ""WGCNA_module_biological_annotation.csv"")"
"analysis/wgcna/render_microglia_independence_figures.R",52,52,"module_annotation","results/tables/06_modules_WGCNA/module_annotation","WGCNA_module_biological_annotation.csv","EXACT_ARTIFACT_PATH","single","wgcna_annotation_artifact","annotate_module_microenvironment","tables","tables","CONVERTED_TO_OWNER_HELPER","module_annotation_optional = path_results(""tables"", ""06_modules_WGCNA"", ""module_annotation"", dataset, ""WGCNA_module_biological_annotation.csv""),"
"analysis/wgcna/summarize_microglia_roi_specificity.R",61,61,"module_annotation","results/tables/06_modules_WGCNA/module_annotation","WGCNA_module_biological_annotation.csv","EXACT_ARTIFACT_PATH","single","wgcna_annotation_artifact","annotate_module_microenvironment","tables","tables","CONVERTED_TO_OWNER_HELPER","ANNOTATION_FILE <- path_results(""tables"", ""06_modules_WGCNA"", ""module_annotation"", ""microglia"", ""WGCNA_module_biological_annotation.csv"")"
"analysis/wgcna/summarize_microglia_roi_specificity.R",62,62,"module_annotation","results/tables/06_modules_WGCNA/module_annotation","WGCNA_module_targeted_signature_overlap_details.csv","EXACT_ARTIFACT_PATH","single","wgcna_annotation_artifact","annotate_module_microenvironment","tables","tables","CONVERTED_TO_OWNER_HELPER","TARGETED_FILE <- path_results(""tables"", ""06_modules_WGCNA"", ""module_annotation"", ""microglia"", ""WGCNA_module_targeted_signature_overlap_details.csv"")"
"analysis/wgcna/summarize_module_complex_architecture.R",32,32,"module_annotation","results/tables/06_modules_WGCNA/module_annotation","WGCNA_module_biological_annotation.csv","EXACT_ARTIFACT_PATH","single","wgcna_annotation_artifact","annotate_module_microenvironment","tables","tables","CONVERTED_TO_OWNER_HELPER","inputs <- list(definitions = files$definitions, module_annotation = path_results(""tables"", ""06_modules_WGCNA"", ""module_annotation"", ds, ""WGCNA_module_biological_annotation.csv""))"
"analysis/wgcna/summarize_module_interpretation.R",1399,1399,"module_annotation","results/tables/06_modules_WGCNA/module_annotation","WGCNA_module_biological_annotation.csv","EXACT_ARTIFACT_PATH","single","wgcna_annotation_artifact","annotate_module_microenvironment","tables","tables","CONVERTED_TO_OWNER_HELPER","module_annot <- safe_read_csv(path_results(""tables"", ""06_modules_WGCNA"", ""module_annotation"", ds, ""WGCNA_module_biological_annotation.csv""))"
"analysis/wgcna/summarize_module_interpretation.R",1400,1400,"module_annotation","results/tables/06_modules_WGCNA/module_annotation","WGCNA_supermodule_biological_annotation.csv","EXACT_ARTIFACT_PATH","single","wgcna_annotation_artifact","annotate_module_microenvironment","tables","tables","CONVERTED_TO_OWNER_HELPER","super_annot <- safe_read_csv(path_results(""tables"", ""06_modules_WGCNA"", ""module_annotation"", ds, ""WGCNA_supermodule_biological_annotation.csv""))"
"analysis/wgcna/summarize_module_interpretation.R",2210,2210,"module_annotation","results/tables/06_modules_WGCNA/module_annotation","WGCNA_module_biological_annotation.csv","EXACT_ARTIFACT_PATH","single","wgcna_annotation_artifact","annotate_module_microenvironment","tables","tables","CONVERTED_TO_OWNER_HELPER","module_annotation = path_results(""tables"", ""06_modules_WGCNA"", ""module_annotation"", ds, ""WGCNA_module_biological_annotation.csv""),"
"analysis/wgcna/summarize_module_interpretation.R",2211,2211,"module_annotation","results/tables/06_modules_WGCNA/module_annotation","WGCNA_supermodule_biological_annotation.csv","EXACT_ARTIFACT_PATH","single","wgcna_annotation_artifact","annotate_module_microenvironment","tables","tables","CONVERTED_TO_OWNER_HELPER","supermodule_annotation = path_results(""tables"", ""06_modules_WGCNA"", ""module_annotation"", ds, ""WGCNA_supermodule_biological_annotation.csv""),"
"analysis/wgcna/summarize_module_interpretation.R",2373,2373,"module_annotation","results/tables/06_modules_WGCNA/module_annotation","WGCNA_module_biological_annotation.csv","EXACT_ARTIFACT_PATH","single","wgcna_annotation_artifact","annotate_module_microenvironment","tables","tables","CONVERTED_TO_OWNER_HELPER","""Module annotation"" = path_results(""tables"", ""06_modules_WGCNA"", ""module_annotation"", ds, ""WGCNA_module_biological_annotation.csv""),"
"analysis/wgcna/summarize_module_interpretation.R",2374,2374,"module_annotation","results/tables/06_modules_WGCNA/module_annotation","WGCNA_supermodule_biological_annotation.csv","EXACT_ARTIFACT_PATH","single","wgcna_annotation_artifact","annotate_module_microenvironment","tables","tables","CONVERTED_TO_OWNER_HELPER","""Supermodule annotation"" = path_results(""tables"", ""06_modules_WGCNA"", ""module_annotation"", ds, ""WGCNA_supermodule_biological_annotation.csv"")"
"analysis/wgcna/test_microglia_neuropil_independence.R",791,791,"module_annotation","results/tables/06_modules_WGCNA/module_annotation","WGCNA_module_biological_annotation.csv","EXACT_ARTIFACT_PATH","single","wgcna_annotation_artifact","annotate_module_microenvironment","tables","tables","CONVERTED_TO_OWNER_HELPER","module_annotation <- read_csv_optional2(path_results(""tables"", ""06_modules_WGCNA"", ""module_annotation"", ""microglia"", ""WGCNA_module_biological_annotation.csv""))"
"R/statistics/evidence_bundle_utils.R",411,411,"module_annotation","results/tables/06_modules_WGCNA/module_annotation","WGCNA_module_biological_annotation.csv","EXACT_ARTIFACT_PATH","single","wgcna_annotation_artifact","annotate_module_microenvironment","tables","tables","CONVERTED_TO_OWNER_HELPER","modules <- read_final_csv(path_results(""tables"", ""06_modules_WGCNA"", ""module_annotation"", ""microglia"", ""WGCNA_module_biological_annotation.csv""))"
"R/statistics/evidence_bundle_utils.R",599,599,"module_annotation","results/tables/06_modules_WGCNA/module_annotation","WGCNA_module_biological_annotation.csv","EXACT_ARTIFACT_PATH","single","wgcna_annotation_artifact","annotate_module_microenvironment","tables","tables","CONVERTED_TO_OWNER_HELPER","microglia_module_annotation = path_results(""tables"", ""06_modules_WGCNA"", ""module_annotation"", ""microglia"", ""WGCNA_module_biological_annotation.csv""),"
"R/statistics/evidence_bundle_utils.R",600,600,"module_annotation","results/tables/06_modules_WGCNA/module_annotation","WGCNA_module_targeted_signature_overlap_details.csv","EXACT_ARTIFACT_PATH","single","wgcna_annotation_artifact","annotate_module_microenvironment","tables","tables","CONVERTED_TO_OWNER_HELPER","microglia_targeted_signature_details = path_results(""tables"", ""06_modules_WGCNA"", ""module_annotation"", ""microglia"", ""WGCNA_module_targeted_signature_overlap_details.csv""),"
"analysis/integration/build_cross_compartment_atlas.R",39,39,"module_complex_architecture","results/tables/06_modules_WGCNA/module_complex_architecture","module_complex_architecture.csv","EXACT_ARTIFACT_PATH","single","wgcna_find(owner=summarize_module_complex_architecture)","summarize_module_complex_architecture","tables","tables","CONVERTED_TO_OWNER_HELPER","complex_architecture = path_results(""tables"", ""06_modules_WGCNA"", ""module_complex_architecture"", ds, ""module_complex_architecture.csv""),"
"analysis/integration/build_cross_compartment_atlas.R",40,40,"module_robustness_sensitivity","results/tables/06_modules_WGCNA/module_robustness_sensitivity","module_robustness_sensitivity.csv","EXACT_ARTIFACT_PATH","single","wgcna_find(owner=audit_module_robustness)","audit_module_robustness","tables","tables","CONVERTED_TO_OWNER_HELPER","robustness = path_results(""tables"", ""06_modules_WGCNA"", ""module_robustness_sensitivity"", ds, ""module_robustness_sensitivity.csv""),"
"analysis/integration/render_module_circular_atlas.R",293,293,"module_score","results/tables/06_modules_WGCNA/module_score","supermodule_directional_effects.csv","EXACT_ARTIFACT_PATH","single","wgcna_module_score_artifact","score_module_activity","tables","tables","CONVERTED_TO_OWNER_HELPER","supermodule_directional_effects = path_results(""tables"", ""06_modules_WGCNA"", ""module_score"", dataset, ""wgcna"", ""supermodule_directional_effects.csv""),"
"analysis/wgcna/build_module_spatial_networks.R",67,67,"module_score","results/tables/06_modules_WGCNA/module_score","module_scores_per_sample.csv","EXACT_ARTIFACT_PATH","single","wgcna_module_score_artifact","score_module_activity","tables","tables","CONVERTED_TO_OWNER_HELPER","csv <- path_results(""tables"", ""06_modules_WGCNA"", ""module_score"", dataset_profile, module_definition_source, ""module_scores_per_sample.csv"")"
"analysis/wgcna/build_module_spatial_networks.R",68,68,"module_score","results/tables/06_modules_WGCNA/module_score","module_scores_per_sample.xlsx","EXACT_ARTIFACT_PATH","single","wgcna_module_score_artifact","score_module_activity","tables","tables","CONVERTED_TO_OWNER_HELPER","xlsx <- path_results(""tables"", ""06_modules_WGCNA"", ""module_score"", dataset_profile, module_definition_source, ""module_scores_per_sample.xlsx"")"
"analysis/wgcna/summarize_module_scores.R",419,419,"module_score","results/tables/06_modules_WGCNA/module_score","","CHILD_PATH_CONSTRUCTION","single","wgcna_module_score_artifact","score_module_activity","tables","tables","CONVERTED_TO_OWNER_HELPER","score_dir <- path_results(""tables"", ""06_modules_WGCNA"", ""module_score"", dataset, module_source)"
"analysis/integration/render_module_circular_atlas.R",294,294,"score_publication_summary","results/source_data/06_modules_WGCNA/score_publication_summary","publication_supermodule_effect_heatmap_source.csv","SOURCE_DATA_PATH","single","wgcna_find(owner=summarize_module_scores)","summarize_module_scores","tables","source_data","CONVERTED_TO_OWNER_HELPER","publication_heatmap_source = path_results(""source_data"", ""06_modules_WGCNA"", ""score_publication_summary"", dataset, ""publication_supermodule_effect_heatmap_source.csv""),"
